id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
8483020,Guesthouse in Dedham · ★4.95 · 1 bedroom · 1 bed · 1 bath,West Roxbury,42.25481,-71.14593,Entire home/apt,129,4,167,1.68,1,81,20
8490356,Home in Boston · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,Hyde Park,42.25274,-71.11599,Private room,61,29,41,0.41,5,252,2
8518237,Rental unit in Boston · ★4.99 · 1 bedroom · 1 bed · 1 bath,Brighton,42.34196,-71.16095,Entire home/apt,299,2,337,3.36,1,165,27
8552338,Home in Boston · ★4.81 · 1 bedroom · 1 bed · 2 shared baths,Allston,42.35953,-71.13511,Private room,,91,27,0.27,5,0,0
8553163,Condo in Boston · ★4.89 · 1 bedroom · 5 beds · 1 bath,Back Bay,42.34542,-71.08055,Entire home/apt,331,29,119,1.45,1,263,0
8584276,Condo in Boston · ★4.0 · 2 bedrooms · 3 beds · 1 bath,Back Bay,42.34874,-71.08911,Entire home/apt,189,180,9,0.09,1,0,0
8596566,Townhouse in Boston · ★4.87 · 2 bedrooms · 2 beds · 1 bath,South End,42.345741,-71.072525,Entire home/apt,239,29,38,0.38,1,180,20
8634599,Guest suite in Boston · ★4.55 · 1 bedroom · 1 bed · 1 private bath,Jamaica Plain,42.30928,-71.11108,Private room,157,91,40,0.4,3,365,0
8645254,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Hyde Park,42.25907,-71.11893,Private room,47,91,16,0.18,1,178,2
8720718,Guest suite in Boston · ★4.96 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.3168,-71.10721,Entire home/apt,107,2,583,5.86,2,0,75
8732121,Rental unit in Boston · ★4.72 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,135,29,292,2.95,87,0,39
8734707,Townhouse in Boston · ★4.89 · 1 bedroom · 2 beds · 1 private bath,Roxbury,42.32776,-71.09194,Private room,73,7,206,2.07,2,42,28
8884103,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.36048,-71.06417,Private room,,91,0,,1,0,0
8904297,Home in Boston · ★4.59 · 1 bedroom · 2 beds · 1 shared bath,Mattapan,42.27173,-71.07936,Private room,70,29,61,0.66,2,365,0
8904656,Home in Boston · ★4.49 · 1 bedroom · 2 beds · 1 shared bath,Mattapan,42.2719,-71.07935,Private room,75,29,37,0.48,2,365,0
8908145,Guest suite in Boston · ★4.40 · 1 bedroom · 1 bed · 1 private bath,Jamaica Plain,42.30861,-71.11105,Private room,323,91,15,0.16,3,365,0
8923817,Rental unit in Boston · ★4.48 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.30994,-71.11119,Entire home/apt,146,91,23,0.23,3,365,0
8947232,Rental unit in Boston · ★4.21 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28946,-71.06818,Private room,50,30,14,0.14,27,360,1
9018434,Rental unit in Boston · ★4.71 · 4 bedrooms · 5 beds · 1 bath,Dorchester,42.29005,-71.06222,Entire home/apt,425,1,21,0.21,11,272,1
9030478,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Roxbury,42.31438197,-71.07606359,Private room,90,1,16,1.73,1,9,16
9078998,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.35867,-71.07008,Entire home/apt,,91,12,0.13,1,0,0
9110103,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Hyde Park,42.25742,-71.12604,Entire home/apt,125,29,3,0.21,1,0,0
9110708,Rental unit in Boston · 1 bedroom · 2 beds · 1 bath,Allston,42.35326,-71.127,Entire home/apt,,91,0,,1,0,0
9114896,Rental unit in Boston · ★4.70 · 2 bedrooms · 2 beds · 1 bath,Brighton,42.35475,-71.15875,Entire home/apt,110,29,69,0.7,1,178,2
9130532,Rental unit in Boston · Studio · 1 bed · 1 bath,Fenway,42.34753,-71.10353,Entire home/apt,,91,2,0.02,1,0,0
9133627,Rental unit in Boston · ★4.53 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,109,1,250,2.88,87,211,39
9148781,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,South End,42.34299,-71.07305,Entire home/apt,137,91,19,0.19,7,179,4
9166393,Home in Boston · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32708,-71.09752,Private room,,91,1,0.01,1,0,0
9216838,Rental unit in Boston · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Allston,42.35291,-71.12859,Private room,,91,10,0.1,1,0,0
9218312,Guest suite in Boston · ★4.96 · 1 bedroom · 1 bed · 1 private bath,Roslindale,42.29021,-71.13046,Private room,150,29,139,1.44,1,89,0
9292118,Rental unit in West Roxbury · ★4.87 · 2 bedrooms · 2 beds · 1 bath,West Roxbury,42.27843,-71.16233,Entire home/apt,124,4,192,1.95,1,67,33
9301075,Bungalow in Boston · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,West Roxbury,42.2779,-71.14423,Private room,,29,66,0.67,2,0,0
9340410,Bungalow in Boston · ★4.92 · 2 bedrooms · 2 beds · 1 shared bath,West Roxbury,42.2779,-71.14423,Private room,,29,133,1.42,2,0,0
9349614,Rental unit in Boston · 2 bedrooms · 2 beds · 1 bath,Jamaica Plain,42.30627,-71.10763,Entire home/apt,,91,1,0.01,2,0,0
9349646,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.30571,-71.10567,Private room,,91,1,0.01,2,0,0
9382898,Rental unit in Boston · ★4.72 · 1 bedroom · 1 bed · 1 private bath,East Boston,42.38074,-71.03767,Private room,70,91,267,2.79,1,0,0
9393163,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.34971,-71.09535,Private room,,91,0,,1,0,0
9473816,Rental unit in Boston · 1 bedroom · 2 beds · 1 bath,Back Bay,42.35166,-71.07955,Entire home/apt,,91,2,0.02,1,0,0
9493951,Rental unit in Boston · ★4.50 · 1 bedroom · 2 beds · 2 shared baths,Dorchester,42.28992,-71.06248,Private room,149,29,186,1.91,11,279,1
9494212,Rental unit in Boston · ★4.62 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28992,-71.06248,Private room,119,1,273,2.78,11,353,6
9494511,Rental unit in Boston · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28992,-71.06248,Private room,119,1,211,2.15,11,365,1
9532771,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.32112,-71.1145,Private room,,91,0,,1,0,0
9616816,Condo in Boston · 2 bedrooms · 3 beds · 2.5 baths,Roxbury,42.33445358,-71.07862854,Entire home/apt,290,91,0,,4,362,0
9685076,Rental unit in Boston · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30489,-71.07071,Private room,45,30,21,0.23,27,360,4
9685085,Rental unit in Boston · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28885,-71.07005,Private room,42,30,23,0.25,27,246,2
9751520,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,East Boston,42.36583,-71.03529,Entire home/apt,,91,2,0.02,1,0,0
9813223,Rental unit in Boston · ★4.79 · Studio · 1 bed · 1 bath,Allston,42.34908,-71.13251,Entire home/apt,129,250,98,1,2,182,3
9834727,Condo in Boston · ★4.64 · 1 bedroom · 1 bed · 1 bath,North End,42.36594,-71.05669,Entire home/apt,257,29,178,1.84,1,162,21
9878725,Home in Boston · 1 bedroom · 1 bed · 2 shared baths,Allston,42.36152,-71.13333,Private room,,91,1,0.01,5,0,0
9941923,Rental unit in Brookline · 2 bedrooms · 2 beds · 1 bath,Fenway,42.35054,-71.09779,Entire home/apt,,91,0,,1,0,0
9970895,Condo in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,South End,42.33512,-71.0743,Entire home/apt,,91,6,0.06,1,0,0
10008626,Rental unit in Boston · ★4.78 · 2 bedrooms · 2 beds · 1 bath,Chinatown,42.34862,-71.06172,Entire home/apt,207,91,18,0.19,1,24,1
10068240,Rental unit in Boston · ★4.61 · 1 bedroom · 1 bed · 2 shared baths,Dorchester,42.28992,-71.06248,Private room,119,29,191,1.97,11,361,2
10123024,Rental unit in Boston · ★4.20 · 1 bedroom · 1 bed · 1 bath,Allston,42.35128,-71.13059,Entire home/apt,125,91,5,0.07,1,90,0
10132073,Condo in Boston · ★4.89 · 1 bedroom · 1 bed · 1 bath,East Boston,42.37126,-71.03893,Entire home/apt,198,5,71,0.78,1,247,7
10190260,Place to stay in Boston · ★4.50 · 1 bedroom · 1 bed · 2.5 baths,Roxbury,42.33423,-71.07898,Private room,86,91,4,0.04,4,237,0
10249798,Home in Boston · ★4.85 · 3 bedrooms · 1 bed · 1 shared bath,Roxbury,42.32449,-71.06931,Private room,,29,46,0.51,2,0,0
10299047,Condo in Boston · ★4.70 · 2 bedrooms · 2 beds · 1 bath,Jamaica Plain,42.31431,-71.10305,Entire home/apt,125,30,50,0.54,1,197,3
10427199,Rental unit in Boston · ★4.55 · 1 bedroom · 1 bath,South End,42.34244,-71.07936,Entire home/apt,219,29,103,1.07,8,178,0
10427882,Rental unit in Boston · ★4.55 · 1 bedroom · 1 bath,South End,42.34433,-71.07783,Entire home/apt,229,29,69,0.72,8,180,0
10524872,Home in Boston · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.34488,-71.15435,Shared room,37,60,16,0.17,4,169,2
10575430,Rental unit in Boston · ★4.67 · 4 bedrooms · 4 beds · 1 bath,Dorchester,42.30027,-71.06324,Entire home/apt,155,30,3,0.04,27,352,0
10787333,Rental unit in Boston · ★4.95 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32777,-71.09331,Entire home/apt,139,5,76,0.83,1,83,16
10835494,Loft in Boston · ★4.81 · 2 bedrooms · 2 beds · 1 bath,Brighton,42.33786,-71.15137,Entire home/apt,260,29,73,0.81,1,147,0
10883063,Home in Boston · ★4.79 · 2 bedrooms · 2 beds · 2 baths,Jamaica Plain,42.32385,-71.10746,Entire home/apt,99,91,70,0.74,1,89,0
10987109,Home in Boston · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,Allston,42.35843,-71.12955,Private room,250,29,13,0.16,1,89,1
11202183,Guest suite in Boston · ★4.85 · Studio · 2 beds · 1 bath,Beacon Hill,42.35786,-71.06482,Entire home/apt,201,1,660,7.22,1,155,104
11240774,Rental unit in Boston · ★4.71 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34547,-71.10365,Entire home/apt,,91,14,0.15,1,0,0
11258721,Rental unit in Boston · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.303,-71.07109,Private room,42,30,15,0.16,27,365,4
11271947,Condo in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.33524,-71.07516,Entire home/apt,83,91,0,,1,185,0
11282071,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35208,-71.06282,Private room,,91,0,,1,0,0
11313921,Home in Boston · 1 bedroom · 1 bed · 1 bath,Mission Hill,42.32977,-71.103,Private room,,91,0,,1,0,0
11357756,Rental unit in Boston · ★4.02 · Studio · 2 beds · 1 bath,Downtown,42.35145,-71.06461,Entire home/apt,176,91,41,0.48,3,231,1
11370704,Condo in Boston · ★4.86 · 2 bedrooms · 2 beds · 2 baths,Jamaica Plain,42.30897,-71.10767,Entire home/apt,149,91,7,0.07,1,0,0
11376403,Rental unit in Boston · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30372,-71.07226,Private room,42,30,17,0.18,27,365,3
11378662,Condo in Boston · ★4.84 · 1 bedroom · 1 bed · 1 bath,South Boston Waterfront,42.34864,-71.04869,Entire home/apt,130,90,19,0.35,1,246,0
11521541,Home in Boston · ★4.40 · 4 bedrooms · 4 beds · 3 baths,Charlestown,42.38231,-71.06871,Entire home/apt,779,29,10,0.11,1,355,0
11592154,Rental unit in Boston · 1 bedroom · 2 beds · 1 bath,Fenway,42.34942,-71.0955,Private room,,91,2,0.02,1,0,0
11618815,Condo in Boston · ★4.97 · 1 bedroom · 1 bed · 1 private bath,East Boston,42.3661,-71.03959,Private room,125,1,166,1.77,1,66,16
11639480,Home in Boston · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,Roxbury,42.30877,-71.08654,Private room,56,91,13,0.15,1,0,0
11656698,Rental unit in Boston · ★4.76 · 2 bedrooms · 2 beds · 1 bath,Roxbury,42.32378,-71.09648,Entire home/apt,110,30,225,2.38,4,226,1
11739985,Home in Boston · ★4.87 · 2 bedrooms · 4 beds · 1 private bath,Jamaica Plain,42.31937,-71.10497,Private room,,29,180,1.91,1,0,0
11759332,Rental unit in Boston · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28921,-71.06337,Private room,50,30,14,0.21,27,360,3
11760822,Rental unit in Boston · ★4.85 · 1 bedroom · 1 bed · 1 bath,Brighton,42.34091,-71.15012,Entire home/apt,120,31,127,1.36,2,60,0
11799953,Rental unit in Boston · ★4.90 · Studio · 2 beds · 1 bath,South End,42.3428,-71.07836,Entire home/apt,225,29,63,1.09,2,90,21
11813641,Condo in Boston · ★4.64 · 1 bedroom · 1 bed · 1 bath,North End,42.36538,-71.05159,Entire home/apt,130,91,22,0.27,2,118,0
11871190,Home in Brighton · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.3454,-71.1532,Shared room,38,30,15,0.16,4,205,3
11973196,Rental unit in Boston · 2 bedrooms · 1 bed · 2 baths,Downtown,42.35308,-71.06179,Entire home/apt,,91,0,,1,0,0
11984921,Home in Boston · ★New · 1 bedroom · 1 bed · 1.5 baths,South Boston,42.33138,-71.03558,Private room,,1,0,,1,82,0
12040113,Guest suite in Boston · ★4.77 · 2 bedrooms · 4 beds · 1 bath,Mattapan,42.27178,-71.07731,Entire home/apt,57,29,202,2.61,2,74,2
12067685,Rental unit in Boston · ★4.29 · 1 bedroom · 1 bed · 1 bath,Chinatown,42.34942,-71.06341,Entire home/apt,,91,7,0.07,1,0,0
12103501,Rental unit in Boston · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30586,-71.07225,Private room,39,30,14,0.15,27,365,1
12170576,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Roslindale,42.27995,-71.13042,Private room,100,91,3,0.05,1,89,0
12175961,Rental unit in Boston · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.28793,-71.06812,Private room,40,30,11,0.12,27,365,1
12191871,Rental unit in Boston · ★4.68 · 2 bedrooms · 3 beds · 1 bath,Jamaica Plain,42.31081,-71.09804,Entire home/apt,129,2,246,2.72,1,346,39
12205324,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Back Bay,42.35218,-71.08103,Entire home/apt,,91,0,,1,0,0
12232615,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35415,-71.0623,Private room,,91,0,,1,0,0
12253499,Rental unit in Boston · ★4.65 · Studio · 1 bed · 1 bath,Allston,42.34981,-71.13209,Entire home/apt,100,91,40,0.43,1,0,0
12264926,Rental unit in Boston · Studio · 2 beds · 1 bath,Back Bay,42.35307,-71.08224,Entire home/apt,,91,0,,1,0,0
12269155,Condo in Boston · ★4.86 · 1 bedroom · 1 bed · 1 bath,Downtown,42.36332,-71.05897,Entire home/apt,121,29,400,4.28,1,361,4
12287958,Rental unit in Boston · ★4.96 · Studio · 1 bath,South End,42.34218,-71.07334,Entire home/apt,275,3,69,0.74,6,206,9
12301279,Rental unit in Boston · 3 bedrooms · 3 beds · 2 baths,Back Bay,42.35406,-71.07943,Entire home/apt,568,91,0,,1,365,0
12320063,Rental unit in Boston · ★4.67 · 1 bedroom · 1 bed · 2 baths,Mission Hill,42.33233,-71.10948,Private room,,91,3,0.03,1,0,0
12336281,Home in Boston · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.34504,-71.15406,Shared room,35,60,18,0.2,4,170,3
12343708,Home in Boston · ★4.89 · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,39,91,9,0.1,31,365,0
12344142,Rental unit in Boston · ★4.83 · 1 bedroom · 2 beds · 1 bath,East Boston,42.37032,-71.03974,Entire home/apt,115,91,121,1.72,1,274,2
12351909,Rental unit in Boston · ★4.76 · Studio · 1 bed · 1 bath,Roxbury,42.32818,-71.09547,Entire home/apt,128,91,192,2.06,4,81,0
12372052,Rental unit in Boston · ★4.71 · 2 bedrooms · 1 bed · 1 bath,Charlestown,42.38348,-71.07678,Entire home/apt,130,29,63,0.69,11,78,0
12382239,Rental unit in Boston · ★4.83 · 2 bedrooms · 2 beds · 1 bath,Downtown,42.36588,-71.0613,Entire home/apt,,91,6,0.06,1,0,0
12409042,Home in Boston · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Allston,42.3605,-71.12633,Private room,57,3,306,3.31,5,0,44
12489916,Rental unit in Boston · ★4.90 · 2 bedrooms · 2 beds · 2 baths,Back Bay,42.35387,-71.07619,Entire home/apt,,91,10,0.11,1,0,0
12492474,Home in Boston · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Mattapan,42.27349,-71.07066,Private room,32,30,16,0.17,5,214,1
12496332,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.33726,-71.07787,Private room,,91,0,,1,0,0
12581300,Home in Boston · ★4.91 · 1 bedroom · 1 bed · 1 bath,South Boston,42.33118,-71.0535,Private room,,91,11,0.12,1,0,0
12599820,Condo in Boston · 1 bedroom · 1 bed · 1 bath,North End,42.36718,-71.05657,Entire home/apt,,91,2,0.02,1,0,0
12618291,Home in Boston · ★5.0 · 5 bedrooms · 6 beds · 3 baths,West Roxbury,42.27947,-71.15314,Entire home/apt,750,30,12,0.13,1,363,1
12672097,Rental unit in Boston · ★4.86 · 2 bedrooms · 2 beds · 1 bath,Fenway,42.34626,-71.09049,Entire home/apt,223,29,256,3.24,1,32,43
12756776,Rental unit in Boston · ★4.29 · 3 bedrooms · 4 beds · 1 bath,Roxbury,42.32647,-71.09557,Entire home/apt,200,91,17,0.19,1,179,0
12834650,Home in Boston · ★4.18 · 4 bedrooms · 1 bed · 1 bath,Brighton,42.35019,-71.16056,Private room,,91,11,0.12,1,0,0
12898177,Rental unit in Boston · ★4.33 · 1 bedroom · 1 bed · 1 bath,Downtown,42.35924,-71.05865,Entire home/apt,139,32,6,0.08,36,359,0
12901078,Home in Boston · ★4.64 · 1 bedroom · 1 bed · 1.5 shared baths,Mattapan,42.27644,-71.07681,Private room,100,29,42,0.46,6,325,0
12949270,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.32068245,-71.1142983,Private room,99,91,12,0.13,2,351,0
12949309,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Downtown,42.3529,-71.05992,Entire home/apt,360,32,2,0.02,36,204,1
12950332,Rental unit in Boston · ★4.78 · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,39,91,9,0.1,31,365,0
13032590,Rental unit in Boston · ★4.88 · 3 bedrooms · 3 beds · 1 bath,Charlestown,42.38187,-71.07734,Entire home/apt,184,1,511,5.61,11,223,51
13044229,Rental unit in Boston · ★4.78 · 1 bedroom · 1 bed · 1 bath,South Boston,42.32818,-71.05512,Entire home/apt,,91,18,0.2,1,0,0
13046581,Rental unit in Boston · ★4.74 · 3 bedrooms · 3 beds · 1 bath,West Roxbury,42.25979,-71.15911,Entire home/apt,231,3,245,2.79,1,325,7
13062783,Rental unit in Boston · ★4.25 · 1 bedroom · 1 bed · 1 bath,Mission Hill,42.33074,-71.10697,Private room,,91,4,0.04,1,0,0
13063952,Rental unit in Boston · ★4.86 · 1 bedroom · 1 bed · 1 bath,Charlestown,42.38362,-71.07863,Private room,62,29,29,0.32,11,171,3
13077603,Rental unit in Boston · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,Roxbury,42.31801,-71.09005,Private room,42,30,29,0.31,8,129,3
13082258,Rental unit in Boston · 1 bedroom · 1 bed · Half-bath,Fenway,42.34353,-71.08998,Private room,,91,1,0.01,1,0,0
13083058,Rental unit in Boston · ★5.0 · Studio · 1 bed · 1 bath,Fenway,42.34712,-71.1039,Entire home/apt,,91,12,0.13,1,0,0
13091712,Townhouse in Boston · ★4.95 · 4 bedrooms · 4 beds · 3.5 baths,Charlestown,42.38061,-71.06905,Entire home/apt,,3,59,0.87,1,0,11
13166405,Home in Boston · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,Brighton,42.34636,-71.15563,Shared room,36,30,8,0.09,4,231,3
13173203,Rental unit in Boston · ★4.10 · 1 bedroom · 1 bed · 1 bath,North End,42.3665,-71.05428,Entire home/apt,120,32,40,0.43,11,365,1
13173362,Condo in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Back Bay,42.34777,-71.08493,Entire home/apt,120,32,3,0.07,11,204,1
13188501,Rental unit in Boston · ★4.27 · Studio · 1 bed · 1 bath,Beacon Hill,42.36104,-71.07129,Entire home/apt,150,32,15,0.17,11,365,0
13189564,Townhouse in Boston · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,Downtown,42.36187,-71.05618,Entire home/apt,357,2,293,3.25,1,90,42
13189819,Rental unit in Boston · 1 bedroom · 1 bed · 2 baths,Allston,42.36078931,-71.1297367,Private room,111,91,0,,3,365,0
13239143,Rental unit in Boston · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,35,91,7,0.08,31,365,0
13239882,Rental unit in Boston · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,39,91,0,,31,365,0
13242393,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,39,91,3,0.03,31,365,0
13249829,Rental unit in Boston · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Beacon Hill,42.35964,-71.06967,Entire home/apt,,60,7,0.08,1,0,0
13249923,Rental unit in Boston · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,39,91,3,0.03,31,365,0
13258244,Rental unit in Boston · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,Roxbury,42.31837,-71.09037,Private room,35,30,20,0.22,8,169,4
13298137,Rental unit in Boston · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,37,91,2,0.02,31,365,0
13333623,Condo in Boston · 1 bedroom · 1 bed · 1 bath,South Boston,42.33234,-71.04269,Entire home/apt,,91,0,,1,0,0
13334098,Home in Boston · ★4.67 · 3 bedrooms · 4 beds · 2 baths,Jamaica Plain,42.30911,-71.11592,Entire home/apt,,91,3,0.04,1,0,0
13378923,Rental unit in Boston · ★4.95 · Studio · 1 bed · 1 bath,South End,42.34347,-71.07368,Entire home/apt,105,29,173,1.92,3,204,5
13378936,Rental unit in Boston · ★4.94 · 1 bedroom · 1 bed · 1 bath,South End,42.34347,-71.07368,Entire home/apt,145,29,143,1.57,3,352,4
13391640,Rental unit in Boston · ★4.30 · Studio · 1 bed · 1 bath,Back Bay,42.35523,-71.07589,Entire home/apt,,91,10,0.11,1,0,0
13393418,Rental unit in Boston · ★4.75 · 1 bedroom · 1 bed · 1 bath,East Boston,42.37611,-71.03578,Entire home/apt,122,1,767,8.5,1,219,139
13394184,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,East Boston,42.36946,-71.03422,Private room,,91,0,,1,0,0
13422887,Rental unit in Boston · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,35,91,1,0.01,31,365,0
13494185,Rental unit in Boston · ★4.94 · 1 bedroom · 1 bed · 1 bath,South End,42.34382,-71.07368,Entire home/apt,75,29,178,1.97,3,204,3
13578425,Rental unit in Boston · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,35,91,2,0.02,31,365,0
13613229,Home in Boston · ★4.91 · 2 bedrooms · 3 beds · 1 bath,Hyde Park,42.26169,-71.11564,Entire home/apt,101,2,281,3.46,3,330,51
13613812,Rental unit in Boston · 1 bedroom · 2 beds · 1 shared bath,Dorchester,42.32445,-71.05828,Private room,100,91,0,,8,365,0
13650313,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34578,-71.08784,Entire home/apt,119,32,7,0.08,36,359,1
13657486,"Condo in Boston,  · 2 bedrooms · 2 beds · 2 baths",Downtown,42.34923,-71.05648,Entire home/apt,3999,180,2,0.02,1,0,0
13672165,Condo in Boston · 2 bedrooms · 3 beds · 2 baths,South Boston,42.34131,-71.05361,Entire home/apt,,91,0,,1,0,0
13675884,Rental unit in Boston · 2 bedrooms · 1 bed · 1 shared bath,Dorchester,42.30536,-71.07221,Private room,39,91,2,0.02,31,365,0
13796564,Home in Boston · ★4.50 · 1 bedroom · 1 bed · Private half-bath,Roxbury,42.32248,-71.0806,Private room,,91,4,0.04,1,0,0
13797162,Loft in Boston · ★4.93 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32203,-71.07695,Entire home/apt,150,3,196,2.17,1,0,40
13810937,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,West End,42.36187,-71.06837,Private room,,91,2,0.02,1,0,0
13829133,Guest suite in Boston  · ★4.97 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31642,-71.10672,Entire home/apt,98,2,377,4.34,2,0,82
13830152,Rental unit in Boston · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,Charlestown,42.38199,-71.07675,Private room,60,29,37,0.41,11,149,2
13866351,Rental unit in Boston · ★4.93 · 3 bedrooms · 6 beds · 1 bath,Dorchester,42.30003,-71.0788,Entire home/apt,185,5,94,1.25,2,0,12
13907143,Rental unit in Boston · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,Hyde Park,42.23627,-71.12898,Private room,,91,7,0.08,1,0,0
13926284,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.35914,-71.06914,Entire home/apt,,91,2,0.02,1,0,0
13951579,Condo in Boston · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,Charlestown,42.38421,-71.07057,Entire home/apt,,91,17,0.21,1,0,0
13959444,Rental unit in Boston · ★4.98 · 2 bedrooms · 2 beds · 1 bath,Roxbury,42.34042,-71.08363,Entire home/apt,486,29,57,0.63,3,240,0
13993185,Rental unit in Boston · ★4.87 · 1 bedroom · 1 bed · 1 bath,Beacon Hill,42.35948,-71.06747,Entire home/apt,90,29,227,2.51,1,266,5
14035943,Rental unit in Boston · ★4.75 · 3 bedrooms · 4 beds · 3 baths,North End,42.36424,-71.0526,Entire home/apt,571,29,218,2.52,3,361,26
14055624,Rental unit in Boston · 1 bedroom · 1 bed · 1.5 baths,Allston,42.35655,-71.13828,Private room,50,91,2,0.08,4,365,0
14057466,"Rental unit in Jamaica Plain, Boston · ★4.77 · 2 bedrooms · 2 beds · 1 bath",Jamaica Plain,42.31316,-71.11279,Entire home/apt,152,5,200,2.23,1,237,35
14071446,Rental unit in Boston · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,Jamaica Plain,42.32143082,-71.11275149,Private room,99,91,8,0.09,2,365,0
14086516,Home in Boston · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,Mattapan,42.27486,-71.077,Private room,130,1,75,0.83,6,365,13
14091605,Loft in Boston · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,South End,42.33959,-71.07446,Private room,,29,118,1.31,2,0,0
