id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
4755586,Home in Boston · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,Mattapan,42.27667,-71.08169,Private room,26,30,20,0.29,4,239,3
4757808,Rental unit in Boston · ★4.40 · 1 bedroom · 2 beds · 1 bath,Beacon Hill,42.35815,-71.07102,Entire home/apt,,91,5,0.05,1,0,0
4765070,Rental unit in Jamaica Plain · ★4.66 · Studio · 1 bed · 1 bath,Jamaica Plain,42.32352,-71.10688,Entire home/apt,98,29,423,3.87,1,0,51
4863108,Home in Boston · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,South Boston,42.33717,-71.05,Private room,103,4,301,2.77,1,119,19
4909590,Rental unit in Boston · ★4.89 · Studio · 1 bed · 1 bath,Allston,42.34838,-71.13163,Entire home/apt,99,250,346,3.17,2,173,2
4995033,Rental unit in Boston · ★4.96 · 2 bedrooms · 2 beds · 1 bath,West End,42.36122,-71.06629,Entire home/apt,126,2,135,1.29,1,10,18
5019306,Home in Boston · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,South Boston,42.33257,-71.02959,Entire home/apt,375,29,203,1.9,1,349,27
5047340,Townhouse in Boston · ★4.92 · 4 bedrooms · 5 beds · 2.5 baths,Allston,42.35779,-71.13347,Entire home/apt,474,1,255,2.95,2,0,11
5048406,Home in Boston · ★4.85 · 5 bedrooms · 7 beds · 2 baths,Dorchester,42.31124,-71.06551,Private room,85,29,41,0.38,2,365,3
5049582,Rental unit in Boston · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.31327,-71.10811,Private room,70,30,32,0.3,2,259,3
5054601,Home in Boston · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,South Boston,42.33034,-71.05802,Private room,69,3,182,1.7,6,124,17
5088560,Rental unit in Boston · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,Roxbury,42.34041,-71.08384,Entire home/apt,550,29,100,0.98,3,311,0
5124835,Rental unit in Boston · ★New · 1 bedroom · 1 bed · 1 bath,Leather District,42.35217566,-71.05775149,Entire home/apt,419,3,0,,1,258,0
5166870,Rental unit in Boston · ★4.92 · 2 bedrooms · 2 beds · 1 bath,Jamaica Plain,42.30542,-71.10409,Entire home/apt,169,2,402,3.73,1,0,62
5203538,Townhouse in Boston · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,South End,42.34024,-71.07483,Entire home/apt,900,5,23,0.22,1,223,10
5358934,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Roxbury,42.31681,-71.08001,Private room,39,91,6,0.07,31,365,0
5364137,Condo in Boston · ★4.48 · 1 bedroom · 1 bed · 1 bath,East Boston,42.38704,-71.00581,Entire home/apt,,90,85,0.8,2,0,1
5371051,Guest suite in Boston · ★4.81 · 3 bedrooms · 4 beds · 1 bath,Dorchester,42.31163,-71.06351,Entire home/apt,96,29,264,2.68,2,202,3
5434353,Home in Boston · ★4.64 · 2 bedrooms · 2 beds · 1 bath,Roslindale,42.28629,-71.13839,Entire home/apt,155,29,25,0.25,2,365,0
5478135,Home in Boston · ★4.85 · 2 bedrooms · 2 beds · 1 bath,East Boston,42.38455,-71.00217,Entire home/apt,,91,26,0.28,1,0,0
5495267,Rental unit in Boston · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,39,91,2,0.02,31,365,0
5526487,Rental unit in Boston · ★4.88 · 3 bedrooms · 3 beds · 2 baths,Mission Hill,42.33211,-71.09842,Entire home/apt,304,3,174,1.67,5,155,32
5526514,Rental unit in Boston · ★4.79 · Studio · 2 beds · 1 bath,Roxbury,42.3285,-71.09608,Entire home/apt,133,3,127,1.19,5,169,1
5581575,Rental unit in Boston · ★4.93 · 2 bedrooms · 2 beds · 1 bath,Back Bay,42.34628,-71.08064,Entire home/apt,275,29,210,2.32,1,51,4
5718801,Rental unit in Boston · ★4.52 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,153,1.48,87,309,8
5718921,Rental unit in Boston · ★4.44 · 2 bedrooms · 3 beds · 1 bath,South End,42.34455,-71.07628,Entire home/apt,309,29,144,1.39,87,172,0
5726250,Home in Charlestown · ★4.97 · 4 bedrooms · 3 beds · 3 baths,Charlestown,42.38118,-71.06073,Entire home/apt,525,3,31,0.3,1,17,3
5738018,Rental unit in Boston · 2 bedrooms · 1 bed · 1 bath,Jamaica Plain,42.32448,-71.10664,Entire home/apt,,91,0,,1,0,0
5768819,Rental unit in Boston · ★4.45 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,135,29,150,1.49,87,324,17
5769127,Rental unit in Boston · ★4.55 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,106,29,310,2.99,87,280,39
5775139,Villa in Boston · 1 bedroom · 1 bed · 1 bath,Allston,42.35211,-71.13178,Private room,,91,0,,1,0,0
5781926,Home in Boston · ★4.84 · Studio · 2 beds · 1 bath,South Boston,42.33286,-71.04506,Entire home/apt,250,30,74,0.96,1,0,19
5782221,Condo in Boston · ★4.97 · 2 bedrooms · 2 beds · 1.5 baths,North End,42.36726,-71.05424,Entire home/apt,320,3,276,2.69,1,12,19
5813177,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Fenway,42.34306,-71.0872,Entire home/apt,,91,0,,1,0,0
5856633,Home in Boston · 2 bedrooms · 3 beds · 2 baths,South Boston,42.33284,-71.04685,Entire home/apt,,91,1,0.01,1,0,0
5870922,Home in Boston · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,Allston,42.3605,-71.12633,Private room,50,3,331,3.14,5,6,31
5884429,Townhouse in Boston · ★4.95 · 1 bedroom · 1 bed · 1 private bath,Roslindale,42.28516,-71.13772,Private room,59,31,112,1.07,2,173,0
5919529,Townhouse in Boston · ★5.0 · 3 bedrooms · 2 beds · 2.5 baths,Back Bay,42.35009,-71.07023,Entire home/apt,568,91,14,0.13,1,86,0
5927267,Home in Boston · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,South Boston,42.33034,-71.05802,Private room,69,3,187,1.77,6,179,11
5932402,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,South End,42.34459,-71.06999,Private room,,91,0,,1,0,0
5940866,Townhouse in Boston · ★4.91 · 1 bedroom · 1 bed · 1 private bath,East Boston,42.37615,-71.03331,Private room,,29,409,3.89,1,0,0
5967421,Home in Boston · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,Allston,42.3605,-71.12633,Private room,52,29,174,1.65,5,205,2
5974886,Rental unit in Boston · ★5.0 · 1 bedroom · 3 beds · 1 bath,Dorchester,42.32426,-71.05869,Entire home/apt,136,2,5,0.05,1,56,0
6066455,Rental unit in Boston · ★4.96 · 4 bedrooms · 5 beds · 2 baths,Beacon Hill,42.35964,-71.07094,Entire home/apt,780,7,191,1.84,13,83,0
6080461,Rental unit in Boston · ★4.70 · Studio · 2 beds · 1 bath,Roxbury,42.32966,-71.09597,Entire home/apt,169,3,124,1.18,5,98,18
6131224,Rental unit in Boston · ★4.64 · 3 bedrooms · 5 beds · 1 bath,Hyde Park,42.2619,-71.11315,Entire home/apt,110,29,25,0.24,1,197,0
6179374,Home in Boston · ★3.71 · 1 bedroom · 1 bed · 0 shared baths,Allston,42.35483,-71.13694,Private room,57,91,7,0.07,4,365,1
6214710,Rental unit in Boston · ★4.81 · Studio · 1 bed · 1 bath,Back Bay,42.35262,-71.07899,Entire home/apt,115,91,57,0.56,1,306,0
6238463,Townhouse in Boston · ★4.97 · 1 bedroom · 1 bed · 1 private bath,Jamaica Plain,42.31583,-71.11448,Private room,129,2,318,3.17,1,59,62
6248970,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31984,-71.10569,Private room,65,3,284,2.72,1,176,13
6377998,Home in Boston · ★4.59 · 5 bedrooms · 7 beds · 2.5 baths,Jamaica Plain,42.31584,-71.09932,Entire home/apt,400,29,41,0.4,1,294,3
6426364,Rental unit in Boston · ★4.83 · 1 bedroom · 1 bed · 1 bath,South End,42.34144,-71.0763,Entire home/apt,135,29,84,0.81,6,260,2
6465075,Condo in Boston · ★4.91 · 5 bedrooms · 6 beds · 2 baths,Jamaica Plain,42.29828,-71.11048,Entire home/apt,650,3,194,1.86,1,258,27
6489209,Home in Boston · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,South Boston,42.33034,-71.05802,Private room,69,2,106,1.02,6,0,18
6544267,Rental unit in Boston · ★4.79 · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32932,-71.08925,Entire home/apt,149,29,81,1.17,1,0,22
6603827,Home in Boston · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,Roslindale,42.28411,-71.11693,Private room,50,29,13,0.13,3,191,0
6609546,Rental unit in Boston · ★4.87 · 1 bedroom · 2 beds · 2 baths,South Boston Waterfront,42.34791,-71.04196,Private room,149,29,224,2.15,2,365,0
6646604,Rental unit in Boston · ★4.50 · 1 bedroom · 2 beds · 1 bath,Brighton,42.34118,-71.14678,Entire home/apt,135,30,36,0.35,25,351,3
6690605,Rental unit in Charlestown · ★4.71 · 1 bedroom · 2 beds · 1 bath,Charlestown,42.37639,-71.06389,Entire home/apt,,91,24,0.24,1,0,0
6746543,Rental unit in Boston · ★4.88 · 1 bedroom · 1 bed · 1 bath,Chinatown,42.34991,-71.06164,Entire home/apt,229,91,8,0.08,1,315,0
6758443,Rental unit in Boston · ★4.60 · 1 bedroom · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,241,2.33,87,333,45
6758462,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,146,1.79,87,341,36
6758482,Rental unit in Boston · ★4.50 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,152,29,159,1.94,87,177,13
6759004,Rental unit in Boston · ★4.68 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,104,1,246,2.42,87,326,21
6759439,Rental unit in Boston · ★4.57 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,109,1,97,1.21,87,362,20
6762011,Rental unit in Boston · ★4.53 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,138,1.58,87,0,20
6763409,Rental unit in Boston · ★4.55 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,178,29,258,2.59,87,323,30
6780077,Home in Boston · ★4.92 · 1 bedroom · 1 bed · 2.5 shared baths,Dorchester,42.31392,-71.06137,Private room,80,29,98,1.64,4,165,36
6793945,Rental unit in Boston · ★4.89 · 1 bedroom · 1 bed · 1 bath,South End,42.33768,-71.07624,Entire home/apt,135,29,110,1.07,1,44,4
6800522,Rental unit in Boston · ★4.91 · 1 bedroom · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,35,91,11,0.11,31,365,0
6810723,Rental unit in Boston · ★4.44 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,129,1.64,87,324,18
6819620,Rental unit in Boston · ★4.60 · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,39,91,5,0.05,31,365,0
6843795,Rental unit in Boston · ★4.92 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34512,-71.09479,Entire home/apt,185,91,98,0.96,1,184,0
6851459,Rental unit in Boston · ★4.69 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,107,1,193,1.93,87,360,27
6851460,Rental unit in Boston · ★4.43 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,109,1,122,1.23,87,362,17
6862594,Home in Boston · 1 bedroom · 1 bed · 1 bath,Jamaica Plain,42.31927,-71.11325,Private room,,91,0,,1,0,0
6879036,Rental unit in Boston · ★4.80 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,101,1,254,2.58,87,317,20
6882615,Rental unit in Boston · ★4.77 · Studio · 1 bed · 1 bath,Back Bay,42.34979,-71.08262,Entire home/apt,115,1,283,2.88,87,326,23
6908525,Rental unit in Boston · ★4.65 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,137,29,239,2.33,87,311,16
6914155,Rental unit in Boston · 1 bedroom · 1 bed · 4 baths,Dorchester,42.315,-71.0564,Private room,,91,0,,1,0,0
6914622,Condo in Boston · ★4.98 · 2 bedrooms · 1 bed · 1 bath,Jamaica Plain,42.30849,-71.11721,Entire home/apt,304,29,59,0.57,1,245,5
6921672,Rental unit in Boston · 2 bedrooms · 2 beds · 2 baths,Jamaica Plain,42.32132,-71.10957,Entire home/apt,,91,1,0.01,1,0,0
7018497,Rental unit in Boston · ★4.50 · 2 bedrooms · 2 beds · 1.5 baths,North End,42.367,-71.05764,Entire home/apt,,91,6,0.06,1,0,0
7053454,Home in Boston · ★4.75 · 1 bedroom · 1 bed · 1 private bath,Charlestown,42.38239,-71.06393,Private room,200,91,8,0.08,1,365,0
7054912,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.36478,-71.06122,Entire home/apt,,91,2,0.02,1,0,0
7086825,Home in Boston · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,Roslindale,42.28249,-71.1146,Private room,50,29,22,0.21,3,308,0
7093184,Rental unit in Boston · ★4.71 · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,35,91,7,0.07,31,365,0
7161203,Rental unit in Boston · ★4.83 · 2 bedrooms · 1 bed · 2 shared baths,Roxbury,42.31676,-71.08,Private room,35,91,6,0.06,31,365,0
7222349,Home in Boston · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.29325,-71.05707,Private room,65,29,154,1.55,3,365,2
7239024,Home in Boston · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.29348,-71.05569,Private room,65,29,240,2.34,3,365,3
7279874,Rental unit in Boston · ★5.0 · 1 bedroom · 1 bed · 1 bath,Fenway,42.34687,-71.09051,Entire home/apt,,91,15,0.15,1,0,0
7281884,Home in Boston · ★4.67 · Studio · 1 bed · 1 bath,Roxbury,42.31236,-71.08133,Entire home/apt,,91,103,1.01,1,0,0
7287822,Guest suite in Boston · ★4.89 · 1 bedroom · 4 beds · 1 bath,Jamaica Plain,42.31572,-71.10847,Entire home/apt,102,2,316,3.11,2,0,47
7298966,Condo in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,Brighton,42.343,-71.14416,Entire home/apt,60,85,11,0.13,1,14,2
7308623,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,West End,42.36207,-71.06885,Private room,,91,1,0.01,1,0,0
7310887,Home in Brighton · ★4.97 · 3 bedrooms · 3 beds · 1 bath,Brighton,42.34532,-71.13829,Entire home/apt,279,3,246,2.41,1,153,32
7330494,Rental unit in Boston · ★4.82 · 1 bedroom · 1 bed · 1 bath,South Boston,42.33053,-71.05388,Entire home/apt,128,2,467,4.56,1,264,71
7333304,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,Charlestown,42.38071,-71.07037,Private room,150,91,0,,1,0,0
7474044,Rental unit in Boston · ★4.74 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,101,1,139,1.54,87,342,14
7474855,Rental unit in Boston · ★4.83 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,101,1,247,2.65,87,337,38
7475052,Rental unit in Boston · ★4.72 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,101,1,212,2.29,87,353,31
7475215,Rental unit in Boston · ★4.79 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,99,1,203,2.03,87,336,10
7475379,Rental unit in Boston · ★4.75 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,115,1,250,2.55,87,337,13
7475573,Rental unit in Boston · ★4.77 · Studio · 1 bed · 1 bath,Back Bay,42.34982,-71.08264,Entire home/apt,107,1,291,3.18,87,0,58
7476340,Rental unit in Boston · ★4.54 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,146,1.78,87,336,13
7479725,Home in Boston · ★4.77 · 1 bedroom · 1 bed · 2 baths,Allston,42.35976,-71.13372,Private room,,91,13,0.13,5,0,0
7482195,Home in Boston · ★4.14 · 1 bedroom · 1 bed · 1 shared bath,Roslindale,42.28413,-71.11671,Private room,50,29,7,0.09,3,322,2
7499960,Condo in Boston · ★4.53 · 1 bedroom · 1 bed · 1 bath,Fenway,42.35105,-71.09488,Entire home/apt,235,91,15,0.15,4,363,0
7511737,Rental unit in Boston · ★4.66 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,135,29,247,2.47,87,328,32
7513605,Rental unit in Boston · ★4.60 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,106,29,233,2.35,87,0,29
7513906,Rental unit in Boston · ★4.65 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,135,29,225,2.27,87,325,35
7514024,Rental unit in Boston · ★4.56 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,136,29,190,2.33,87,320,17
7514336,Rental unit in Boston · ★4.41 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,109,1,173,1.89,87,0,18
7527149,Rental unit in Boston · ★4.97 · 4 bedrooms · 5 beds · 2.5 baths,Beacon Hill,42.35623,-71.07023,Entire home/apt,650,4,124,1.22,1,176,25
7531700,Rental unit in Boston · ★4.68 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,107,1,183,1.82,87,358,11
7575052,Rental unit in Boston · ★4.89 · 1 bedroom · 2 beds · 1 bath,South End,42.34128,-71.07607,Entire home/apt,80,30,90,0.88,6,365,5
7611271,Townhouse in Boston · ★4.89 · 5 bedrooms · 6 beds · 3 baths,South Boston,42.333,-71.03544,Entire home/apt,316,29,120,1.18,1,292,2
7635616,Rental unit in Boston · ★4.66 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,136,29,287,2.9,87,320,38
7637094,Condo in Boston · 2 bedrooms · 2 beds · 1 bath,Longwood Medical Area,42.34218,-71.10698,Entire home/apt,,91,0,,1,0,0
7692933,Townhouse in Brighton · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,Brighton,42.35642,-71.16411,Private room,85,29,319,3.15,1,139,10
7694365,Rental unit in Boston · ★4.66 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,114,1,145,1.59,87,0,18
7694559,Rental unit in Boston · ★4.59 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,142,1.72,87,335,26
7713815,Rental unit in Boston · ★4.58 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,109,1,178,1.99,87,354,13
7728499,Rental unit in Boston · ★4.62 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,114,1,336,3.34,87,303,40
7832890,Rental unit in Boston · ★4.63 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,178,29,346,3.77,87,319,29
7837202,Rental unit in Boston · ★4.68 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,135,29,146,1.57,87,313,7
7854872,Rental unit in Boston · ★4.61 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,109,1,198,2,87,319,20
7856208,Rental unit in Boston · 1 bedroom · 1 bed · 1 bath,South End,42.34203,-71.07256,Private room,,91,0,,1,0,0
7900936,Bed and breakfast in Boston · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,Hyde Park,42.24179,-71.12412,Private room,75,29,134,1.32,1,365,0
7910223,Guest suite in Boston · ★4.87 · 1 bedroom · 2 beds · 1 bath,Jamaica Plain,42.31689,-71.1004,Entire home/apt,90,2,298,2.95,3,0,21
7911936,Rental unit in Boston · ★4.56 · Studio · 1 bed · 1 bath,Beacon Hill,42.36017,-71.06346,Entire home/apt,109,1,199,2,87,351,36
7913309,Rental unit in Boston · ★4.95 · Studio · 1 bed · 1 bath,Downtown,42.35396,-71.06128,Entire home/apt,,91,21,0.24,1,0,0
7916575,Rental unit in Boston · ★4.55 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,195,2.36,87,303,26
7920759,Condo in Boston · ★4.89 · 2 bedrooms · 2 beds · 2.5 baths,Beacon Hill,42.3577537,-71.07018582,Entire home/apt,,29,35,0.39,1,0,0
7927765,Rental unit in Boston · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.32404,-71.05822,Private room,75,91,4,0.04,8,365,0
7934491,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.32601,-71.05969,Private room,200,91,1,0.01,8,365,0
7939556,Rental unit in Boston · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.3241,-71.05963,Private room,100,91,1,0.01,8,365,0
7949859,Rental unit in Boston · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,Dorchester,42.3242,-71.05839,Private room,85,91,6,0.06,8,365,0
7984226,Rental unit in Boston · Studio · 1 bed · 1 bath,North End,42.36388,-71.05765,Entire home/apt,,91,0,,1,0,0
8014642,Home in Boston · 1 bedroom · 1 bed · 1 bath,Roxbury,42.32554,-71.09757,Private room,,91,2,0.02,1,0,0
8014683,Condo in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35308,-71.05804,Entire home/apt,,91,2,0.02,1,0,0
8025718,Rental unit in Boston · ★4.35 · Studio · 1 bed · 1 bath,South End,42.34447,-71.07644,Entire home/apt,135,29,114,1.14,87,324,6
8042434,Condo in Boston · 1 bedroom · 1 bed · 1 bath,Downtown,42.35771,-71.0616,Entire home/apt,85,91,0,,9,273,0
8055839,Rental unit in Boston · ★4.40 · 2 bedrooms · 2 beds · 1 bath,South Boston,42.33567,-71.05366,Entire home/apt,,91,5,0.05,1,0,0
8067585,Home in Jamaica Plain · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,Jamaica Plain,42.30439,-71.11454,Private room,96,91,32,0.33,1,88,0
8082512,Rental unit in Boston · ★4.46 · Studio · 1 bed · 1 bath,South End,42.34441,-71.07633,Entire home/apt,97,1,160,1.6,87,336,18
8112652,Home in Boston · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,Allston,42.3547,-71.13722,Private room,46,91,12,0.12,4,353,1
